"","0 h","6 h","12 h","24 h","48 h"
"ENSG00000143178",0.628388172488918,0.146151071650759,0.669066388207591,0.52215901274712,1
"ENSG00000225826",1,0.361792473840277,0.0887278513371698,0.565507488151718,0.726496390475086
"ENSG00000120337",0.0670858232525167,0.728134378624187,1,0.910500849554901,0.454884345486694
"ENSG00000135838",1,0.702303037454655,0.187894273419889,0.912415443068319,0.569801090568695
"ENSG00000073756",0.779259545298588,1,0.849385658898979,0.601194842730876,0.0733773721566886
"ENSG00000230426",1,0.112280422915948,0.0734299459342095,0.267432112623473,0.26721706316325
"ENSG00000162670",1,0,0.228157332009865,0.484720704130044,0.415140794557192
"ENSG00000150681",1,0.152998985925225,0.203967157049783,0.463696673589464,0.115539184991218
"ENSG00000231767",0,0.074699436621499,0.0732786996608314,0,1
"ENSG00000230280",0.137536247366031,0.895672425190765,0.585758194068741,1,0.399678349083641
"ENSG00000133055",0.0219649361204333,0.143041474381594,0,0,1
"ENSG00000133048",0.31460650464688,0.366347543308347,0.204518269727205,0.0873596816885496,1
"ENSG00000163531",1,0.452240592300346,0.17745570267434,0.201966960054185,0.403609105819492
"ENSG00000117266",1,0.310107834720237,0.0709822810697359,0.258517708869357,0.488943602478471
"ENSG00000286619",0.0837580449957298,1,0.683713765549925,0.35186024073968,0.351577300317519
"ENSG00000162891",0.358298303592844,1,0.708486003432169,0.248106580008748,0.0991628282946849
"ENSG00000196352",0.281348845751983,0.704820563252925,1,0.388001522122777,0.154325289677878
"ENSG00000203709",1,0.553329665873364,0.187894273419889,0.361164446214543,0.854701635853042
"ENSG00000117594",1,0.197341349367424,0.0967940196405489,0.308458629900937,0.440300842712173
"ENSG00000220749",0.958612569256054,0.160070221331784,0.549590247456235,0.78634660848227,1
"ENSG00000260805",1,0.413477112960316,0.101403258671051,0,0.461267549507991
"ENSG00000162772",0.216506644611604,1,0.688200812411615,0.333986353329101,0.139304213333357
"ENSG00000143772",0.616329550842009,0.183961299142498,0.475764691827786,0.746869234650732,1
"ENSG00000143816",1,0.542688710760415,0.17745570267434,0.484720704130044,0.403609105819492
"ENSG00000203684",1,0.162806613228124,0.26618355401151,0.145416211239013,0.581197112380069
"ENSG00000162913",0.707898512681394,0.480210663995351,0.188430941984995,0.200160954886396,1
"ENSG00000269934",1,0.108537742152083,0.159710132406906,0,0.581197112380069
"ENSG00000183780",0.496901660199386,1,0.73114285920312,0.682432480743164,0.187183765769742
"ENSG00000280587",1,0.389097566205581,0.160714598648459,0.146330778605296,0.146213110032722
"ENSG00000273058",0.0614225663302019,1,0.490490310068425,0.178636737606299,0.118995393953622
"ENSG00000230325",0.171920309207539,0.373196843829485,0.640673024762686,1,0.58286425908031
"ENSG00000180875",0.957617241722199,0.639616081614972,1,0.392765072357016,0.0891930089189597
"ENSG00000162711",0.197429677489935,1,0.770770487250381,0.542290096304836,0.573727792276391
"ENSG00000205795",1,0.0775269586800593,0.228157332009865,0,0.345950662130993
"ENSG00000162975",0.0224716706086104,1,0.0478527131774073,0.0217849680007682,0
"ENSG00000084674",0,0,0,0,1
"ENSG00000233005",0.368400662587584,0.159941504498351,0.470698548805239,1,0.142742267529872
"ENSG00000119782",1,0.212819102258986,0.0835085659643951,0.304138481022773,0.493827611826202
"ENSG00000176732",0.361323199181128,0.168073732398373,0.219836098982494,0.600482864659188,1
"ENSG00000084710",1,0.667924567089741,0.163805264007083,0.671151744180061,0.670612052746233
"ENSG00000272148",0.4025149395151,0.58250750289935,1,0.195107324904622,0.454884345486694
"ENSG00000143994",1,0.410031470352313,0.189286082852629,0.517035417738714,0.796455302150465
"ENSG00000115194",1,0.178418206277397,0.437562006594262,0.690561003144173,0.345002852097758
"ENSG00000138100",0.25127413498719,1,0.178360112752154,0,0.0811332231501968
"ENSG00000226833",0.810481457692685,0.0799707522491754,0.392248790671032,1,0.285484535059744
"ENSG00000213626",0.336765105051797,1,0.470194159306973,0.227915837635623,0.135408551740328
"ENSG00000272716",0.687681236830157,0.0746393687658971,0.439318645551556,1,0.266452232722428
"ENSG00000235848",0.16751608999146,1,0.891800563760772,0.487191102562633,0.162266446300394
"ENSG00000162878",1,0.0678360888450519,0.0665458885028774,0.363540528097533,0.605413658729238
"ENSG00000250116",1,0.235951613374093,0.185171168008007,0.927291781813998,0.631735991717466
"ENSG00000119866",1,0.217075484304166,0.283929124278943,0.387776563304035,0.193732370793356
"ENSG00000231609",1,0.0834905708862177,0.655221056028331,0.149144832040014,0.894149403661644
"ENSG00000237638",1,0.434150968608332,0.212946843209208,0.129258854434678,0.51661965544895
"ENSG00000235885",0.0801163908654807,1,0.38386198179268,0.155336293570695,0.0776056917088839
"ENSG00000135625",0,1,0.343343217047897,0.0178636737606299,0
"ENSG00000187833",1,0.0401991637600307,0.276042204160084,0.359052373429663,0.251134554732128
"ENSG00000272711",0.136197864471317,1,0.511815975723574,0.396107548605271,0.162971952588656
"ENSG00000152292",0.645219998537728,0.140061443665311,0.0686987809320294,0.0625502984019988,1
"ENSG00000168874",0.536686586020134,0.451443314746996,1,0.442243269783809,0.0649834779266706
"ENSG00000211592",1,0.164451124472853,0.25811738570813,0.293770123715178,0.176120337084869
"ENSG00000278631",0.578117118689805,0.0896393239457988,0.74744273654048,0.920740392477422,1
"ENSG00000272913",0.653357582981032,0.487533453513586,1,0.277108954212361,0.118665481431312
"ENSG00000158050",0.125637067493595,1,0.31213019731627,0.202996292734431,0.263682975238139
"ENSG00000170500",0.059441193222776,1,0.411378969734808,0.14406188516637,0.0575784164291719
"ENSG00000196460",0.485812704781348,0.65911267607205,0.452603733199253,0.176612607252702,1
"ENSG00000153208",1,0.190417091494882,0.354911405348679,0.561255552150578,0.66276863692464
"ENSG00000125538",0.125637067493595,1,0.31213019731627,0.156597140109418,0.0869284533752108
"ENSG00000125618",0.261045906903358,1,0.343343217047897,0.178636737606299,0.461107151570285
"ENSG00000171227",1,0.188761290699275,0.462927920020017,0.590094770245271,0.968661853966781
"ENSG00000223760",1,0,0.370342336016013,0.674394023137453,0.800198922842124
"ENSG00000188219",1,0.685501529381577,0.168115928849374,0.357162624095822,0.305893217042142
"ENSG00000115919",1,0.261635974034837,0.283595633258377,0.543405718905456,0.0976713614950242
"ENSG00000182389",1,0.155053917360119,0.608419552026307,0.692458148757206,0.553521059409589
"ENSG00000227400",0.172058666276728,0.560245774661243,0.915983745760392,0.50040238721599,1
"ENSG00000153234",0.611184942196563,1,0.951842581914963,0.406796531182661,0.123708082823072
"ENSG00000184611",0.952174020226371,0.17224469715207,0.337937419655043,1,0.538028546843363
"ENSG00000128692",0.448848694634942,0.146151071650759,0.43011410670488,0.4351325106226,1
"ENSG00000239467",1,0.271344355380207,0.17745570267434,0.484720704130044,0.52469183756534
"ENSG00000232788",0.117400190691904,0.70082933942578,1,0.569063030971813,0.284302715929184
"ENSG00000271151",1,0.271344355380207,0.0532367108023019,0.193888281652018,0.678063297776747
"ENSG00000231453",0.830917461531514,0.163974373071583,0.187664962546032,0.439377705848187,1
"ENSG00000138435",0.144492542390036,0.23524341463243,1,0.630346741999547,0.559857655983624
"ENSG00000128655",0.81113371244743,0.0800351106658918,0.157025784987496,0.28594422126628,1
"ENSG00000260742",0.176100286037856,0.955676371944245,1,0.227625212388725,0.625465975044205
"ENSG00000144339",0.45129081166979,0.0699744082180285,0.617791845306876,1,0.499597936354552
"ENSG00000272211",1,0,0.17745570267434,0.888654624238414,0.645774569311187
"ENSG00000287299",0.573528887589092,0.186748591553748,0.183196749152078,0.333601591477327,1
"ENSG00000226312",0.170763913733679,0.926716481885329,1,0.662182436039928,0.413531223169722
"ENSG00000155749",0.460669247476514,1,0.280280177181957,0.191396504578177,0.191242597425464
"ENSG00000178568",0.757058131617601,0.074699436621499,0.51295089762582,0.266881273181861,1
"ENSG00000233143",0.270981910280302,1,0.634752165970902,0.354646464365446,0.170618395742326
"ENSG00000018280",1,0.180896236920138,0.532367108023019,0.538578560144494,0.699589116753787
"ENSG00000273466",0.216785528224242,1,0.634752165970902,0.735563037202407,0.104995935841431
"ENSG00000054356",0.64493694646712,1,0.698948691847505,0.468921436216535,0.111558181831521
"ENSG00000175084",1,0.685501529381577,0.280193214748957,0.102046464027378,0.101964405680714
"ENSG00000072195",0.991867605595253,0.173017077468913,0.266712914206702,0.520026010244068,1
"ENSG00000123999",1,0,0.780805091767094,0.581664844956053,0.710352026242306
"ENSG00000114923",1,0.188132086396944,0.496875967488151,0.529961303182182,0.477873181290279
"ENSG00000163082",0,1,0.441441279061582,0.0446591844015747,0
"ENSG00000152049",1,0.117975806687047,0.0925855840040033,0.27397257189959,0.715967457279795
"ENSG00000225963",1,0.339180444225259,0.332729442514387,0.181770264048767,0.302706829364619
"ENSG00000224376",1,0.452240592300346,0.133091777005755,0.363540528097533,0.363248195237543
"ENSG00000156966",1,0.0926541701298269,0.190440266284657,0.571418716250865,0.185069541205035
"ENSG00000171596",1,0,0.0760524440032884,0.346229074378603,0.553521059409589
"ENSG00000168505",0.844560287040276,1,0.490490310068425,0.372159870013123,0.148744242442027
"ENSG00000222022",0.563040191360184,1,0.163496770022808,0.297727896010498,0.446232727326082
"ENSG00000235351",1,0.250471712658653,0.491415792021248,0.596579328160055,0.149024900610274
"ENSG00000215023",1,0.500943425317306,0.0819026320035414,0.298289664080027,0.74512450305137
"ENSG00000237940",1,0.301493728200231,0.0591519008914466,0.484720704130044,0.591960021868589
"ENSG00000196220",1,0.164451124472853,0.193588039281098,0.499409210315803,0.587067790282898
"ENSG00000163701",0.76068041932869,0.176919718314077,0.404961234967752,0.42139148397136,1
"ENSG00000232901",0.687681236830157,0.0932992109573713,0.457623589116204,1,0.499597936354552
"ENSG00000240288",0.431877419509232,1,0.429179021309872,0.167471941505905,0.474122272783962
"ENSG00000224728",1,0.446920114743871,0.187894273419889,0.912415443068319,0.911681744909912
"ENSG00000131386",1,0.209675183702888,0.302481311376715,0.451671565212087,0.0220150421356087
"ENSG00000225548",1,0.135672177690104,0.17745570267434,0.40393392010837,0.363248195237543
"ENSG00000261468",0.172750967803693,1,0.79704675386119,0.502415824517716,0.0557790909157603
"ENSG00000230409",0.275293866042764,0.074699436621499,0.51295089762582,0.200160954886396,1
"ENSG00000284669",0.614225663302019,1,0.653987080091233,0.357273475212598,0.059497696976811
"ENSG00000187094",1,0.904481184600691,0.443639256685849,0.565507488151718,0
"ENSG00000283646",0.315299624901195,0.264943814618125,0.167855149469392,0.197202911218124,1
"ENSG00000012223",0.718157911415906,0.633321310486622,0.382323650404338,0.17405300424904,1
"ENSG00000160801",1,0.0434150968608332,0.170357474567366,0.54288718862565,0.658690060697411
"ENSG00000224424",0.883544502502115,0.0908506661612826,0.306978336416996,0.459829220684964,1
"ENSG00000285416",0.158823384255441,0.517149945841147,0.591866420337484,0.846834809134753,1
"ENSG00000283189",1,0.171375382345394,0.224154571799166,0.408185856109511,0.713750839764997
"ENSG00000145020",1,0.918396279748395,0.163805264007083,0.372862080100034,0.372562251525685
"ENSG00000188338",1,0.191537192033088,0.140920705064917,0.399181756342389,0.356125681605434
"ENSG00000179564",0.0511854719418349,1,0.217995693363744,0.0992426320034994,0.148744242442027
"ENSG00000114378",1,0.306737097386321,0.254610356011009,0.126448879338272,0.568562392545719
"ENSG00000007402",0.589915427234495,0.560245774661243,0.235538677481244,0.14297211063314,1
"ENSG00000287707",0.0498020808082718,1,0.238616907600855,0.0965603987061075,0.048241375927144
"ENSG00000114841",0.451977374882618,1,0.286890558719267,0.168525224156886,0.404135300219848
"ENSG00000212452",0.141744383838927,1,0.905520572434015,0.549651500327073,0.411907132916384
"ENSG00000244513",0.162871871880827,0.471406539574087,0.867076274114913,1,0.894017359792356
"ENSG00000240476",0.172750967803693,1,0.490490310068425,0.595455792020996,0.371860606105068
"ENSG00000154175",0.13161978499329,1,0.420420265772935,0.191396504578177,0.446232727326082
"ENSG00000279277",0.368535397981211,1,0.686686434095794,0.357273475212598,0.133869818197825
"ENSG00000241634",0.0670858232525167,0.873761254349024,1,0.650357749682072,0.0649834779266706
"ENSG00000091972",0.500480170097941,1,0.823539286040812,0.419024446236997,0.176289472523884
"ENSG00000144857",0.136494591844893,1,0.944648004576225,0.248106580008748,0.0495814141473425
"ENSG00000206530",0.287918279672821,1,0.858358042619743,0.502415824517716,0.139447727289401
"ENSG00000241155",0.391333968973014,0.339796043357954,1,0.303500283184967,0
"ENSG00000273123",0.0708721919194637,1,0.226380143108504,0.343532187704421,0.411907132916384
"ENSG00000250012",1,0.232580876040178,0.152104888006577,0.830949778508647,0.968661853966781
"ENSG00000144908",1,0.434150968608332,0.106473421604604,0.242360352065022,0.53276401968173
"ENSG00000163884",1,0,0.338779068741921,0.440655185572768,0.484330926983391
"ENSG00000239620",1,0.315109573989918,0.103038795101229,0.34399533841487,0.531201661852751
"ENSG00000261159",0.54786755656222,0.509694065036931,1,0.227625212388725,0.0758140575811157
"ENSG00000231305",0.250453740142729,0.203877626014772,1,0.18210016991098,0.424558722454248
"ENSG00000114656",1,0.186064700832142,0.212946843209208,0.498569867105188,0.304436582675274
"ENSG00000206417",0.923683366327696,0.0589732394380256,0.347109629972359,0.7901090324463,1
"ENSG00000172771",0.394859354979869,1,0.653987080091233,0.340260452583426,0.127495064950309
"ENSG00000253540",0.220320074880072,1,0.554467307033871,0.174753330267032,0.252218498053873
"ENSG00000014257",0.296144516234902,1,0.420420265772935,0.159497087148481,0
"ENSG00000091513",0,0.0800351106658918,0,0.07148605531657,1
"ENSG00000155893",1,0.191537192033088,0.501051395786371,0.456207721534159,0.398860763398086
"ENSG00000169908",0.206877699651713,1,0.464045779820984,0.240777672563747,0.19338902332785
"ENSG00000240541",1,0.434150968608332,0.212946843209208,0.129258854434678,0.258309827724475
"ENSG00000243321",0.92100165646896,0.119956128373763,0.666822944140755,1,0.606654637001956
"ENSG00000240602",0.087468844457566,1,0.589830119702536,0.203510207399581,0.186401012680515
"ENSG00000163661",0.155781871127324,1,0.623973180280282,0.283344905865063,0.350662755129031
"ENSG00000163590",0.670858232525167,0.764541097555396,1,0.747911412134383,0.194950433780012
"ENSG00000114757",0.341527827467358,0.463358240942664,1,0.413864022524955,0.0827062446339444
"ENSG00000114796",1,0.158538275053604,0.239266115965402,0.631770805382979,0.881591125520329
"ENSG00000182580",1,0.289433979072221,0.922769653906566,0.517035417738714,0.129154913862238
"ENSG00000171658",1,0.142481978114704,0.0616641437864501,0.209608953137316,0.718081374369197
"ENSG00000145192",0,0,0,0,1
"ENSG00000263826",0.496105343436246,1,0.603680381622676,0.137412875081768,0.549209510555178
"ENSG00000214145",1,0.0775269586800593,0.380262220016442,0.346229074378603,0.968661853966781
"ENSG00000233058",1,0.330332258723731,0.138878376006005,0.547945143799181,0.505388793373973
"ENSG00000119227",1,0.511970481849448,0.180803923479516,0.219496167907945,0.712788911409518
"ENSG00000228109",1,0.24327424965122,0.183574864835524,0.45129169005211,0.651341591460422
"ENSG00000168993",1,0.125235856329327,0.163805264007083,0.261003456070024,0.596099602441096
"ENSG00000206113",1,0.166981141772435,0.0819026320035414,0.298289664080027,0.149024900610274
"ENSG00000201496",0.268343293010067,0.58250750289935,1,0.260143099872829,0.194950433780012
"ENSG00000251615",0.136494591844893,1,0.36332615560624,0.165404386672499,0
"ENSG00000288075",0.379374674392424,1,0.173114227082973,0.236430976243631,0.656224599008944
"ENSG00000261490",0.0682472959224465,1,0.399658771166864,0.0661617546689996,0.165271380491142
"ENSG00000250634",0.13161978499329,1,0.210210132886468,0.318994174296962,0.318737662375773
"ENSG00000240005",1,0.361792473840277,0.141964562139472,0.517035417738714,0.258309827724475
"ENSG00000251410",1,0.180896236920138,0.26618355401151,0.323147136086696,0.134536368606497
"ENSG00000248176",1,0.0602987456400461,0.0295759504457233,0.215431424057797,0.242165463491695
"ENSG00000174125",0.601721082226387,0.186598421914743,0.366098871292963,1,0.0832663227257586
"ENSG00000249685",0.939201525535234,0.594643075876419,1,0.910500849554901,0.151628115162231
"ENSG00000250657",0,1,0.147147093020527,0.0893183688031494,0.267739636395649
"ENSG00000251350",0.802940442624729,0.173216084919418,0.281432687103193,0.47864576168486,1
"ENSG00000260918",0.645701048805473,0.764541097555396,1,0.398344121680269,0
"ENSG00000287382",0.0782667937946028,0.679592086715908,1,0.379375353981209,0
"ENSG00000109265",1,0.179031327261168,0.395159090491313,0.609648720658406,0.409434391882866
"ENSG00000163631",0,0,0,0.014297211063314,1
"ENSG00000081051",0.0397058460638602,0.0430958288200956,0.126828518643747,0,1
"ENSG00000169429",0.0507461116676561,1,0.315064591159832,0.109039114990969,0.0457510903076336
"ENSG00000163734",0.154414272897156,1,0.591876575278099,0.214563679247789,0.0797734484605287
"ENSG00000081041",0.169720249070295,1,0.619566707454852,0.266388117483077,0.0782864433905407
"ENSG00000249307",1,0.342750764690788,0.336231857698749,0.510232320136889,0.101964405680714
"ENSG00000183199",0.182179764293006,0.593201408464845,0.517261409370574,0.412096083589639,1
"ENSG00000251095",1,0.336443956564843,0.0836415413879053,0.249049703608218,0.324943891564228
"ENSG00000145335",1,0.186064700832142,0.121683910405261,0.304681585453171,0.304436582675274
"ENSG00000182168",0.307046652578826,0.509694065036931,1,0.315173370999773,0.0524866552484647
"ENSG00000246560",0.26323956998658,1,0.91091057584136,0.191396504578177,0.82871792217701
"ENSG00000248740",0.430146665691819,0.0933742957768738,0.457991872880196,0.333601591477327,1
"ENSG00000155011",0.163339395745258,0.753460791793724,1,0.356282941130178,0.237330962862623
"ENSG00000250033",1,0.18197944791966,0.242274851555386,0.528258491926156,0.649641482899877
"ENSG00000252503",1,0.310107834720237,0.557717922690782,0.553966519005765,0.138380264852397
"ENSG00000248810",1,0.076166836597953,0.074718190599722,0.306139392082133,0.339881352269046
"ENSG00000151617",0.526655061047795,0.724051382108537,1,0.757332482340057,0.153045200350664
"ENSG00000280219",0.670064359965839,1,0.891800563760772,0.771385912390836,0.0811332231501968
"ENSG00000169989",1,0.271344355380207,0.133091777005755,0.363540528097533,0.544872292856315
"ENSG00000145423",1,0.361792473840277,0.136504386672569,0.497149440133379,0.794799469921462
"ENSG00000171560",1,0.361792473840277,0.26618355401151,0.484720704130044,0.161443642327797
"ENSG00000171557",1,0.0281916213382034,0.124449453823563,0.579146815324209,0.0880601685424347
"ENSG00000168843",1,0.482389965120369,0.17745570267434,0.484720704130044,0.753403664196385
"ENSG00000287424",0.343840618415078,0.186598421914743,0.0915247178232408,1,0.249798968177276
"ENSG00000109511",0.678312212886558,0.792857434501892,1,0.101166761061656,0.454884345486694
"ENSG00000232648",1,0.120597491280092,0.414063306240126,0.161573568043348,0.430516379540792
"ENSG00000249096",0.853819568668394,0.185343296377066,1,0.413864022524955,0.909768690973389
"ENSG00000249679",1,0.146343023126404,0.191412892772321,0.23963720204182,0.587727417013553
"ENSG00000154556",1,0.167549749519674,0.274341279276334,0.462162759896978,0.104452753832967
"ENSG00000153404",0.853091199030582,1,0.472324002288112,0.396970528013997,0.0991628282946849
"ENSG00000286001",0.290948998406219,1,0.309783353727426,0.141029003373394,0.281831196205947
"ENSG00000188818",0.0381619494950959,1,0.243794000270696,0.0264255529003401,0.0158425820352455
"ENSG00000250182",0.140775272408232,0.101862868120226,0,0.0909822522210891,1
"ENSG00000185296",1,0.310107834720237,0.101403258671051,0.415474889254324,0
"ENSG00000249199",1,0.214690039421703,0.175505640007589,0.181104438905731,0.0425785430315069
"ENSG00000250337",1,0.146672624529842,0.215824503252575,0.366815667990304,0.785401503216309
"ENSG00000079215",0.34867804060399,0.462901730360455,1,0.756372179097331,0.153189891538734
"ENSG00000279400",0.307646869108228,0.602352800566889,0.828539550820917,1,0.157767769375122
"ENSG00000248668",0.714130515169778,0.258367045728105,0.168968709827522,1,0.999195872709103
"ENSG00000286656",0.703876362041158,0.356520038420791,0.149888249306246,0.454911261105446,1
"ENSG00000286048",0.0987148387449673,1,0.700700442954892,0.382793009156355,0.127495064950309
"ENSG00000213940",0.230334623738257,1,0,0.0744319740026245,0.0743721212210137
"ENSG00000227908",0.708721919194637,1,0.754600477028346,0.0687064375408842,0.75516307701337
"ENSG00000250961",1,0.180896236920138,0.221819628342925,0.605900880162555,0.605413658729238
"ENSG00000169067",1,0.293345249059684,0.201436203035737,0.17030727442407,0.0785401503216309
"ENSG00000215032",0.22104039755255,0.159941504498351,0.156899516268413,1,0.642340203884424
"ENSG00000269961",0.322609999268864,0.350153609163277,0.137397561864059,0.437852088813991,1
