"","0 h","6 h","12 h","24 h","48 h"
"ENSG00000007402",0.498712612796659,0.770629750642456,0.164025428936762,0.290849499746595,1
"ENSG00000114737",0.310885784600515,0.275224910943734,0.234322041338231,0.189942530446756,1
"ENSG00000273356",0.279797206140463,0.0990809679397443,0.393661029448228,0.34189655480416,1
"ENSG00000285399",0.654694414924964,0.618235921464207,0.131589018095578,1,0.601685752089896
"ENSG00000213300",0.0941308278668347,1,0.936522223181855,0.862669597182588,0.346037336923929
"ENSG00000241634",1,0.62491248345315,0.824662603510309,0.5390930003749,0.135151907240404
"ENSG00000242242",0.396784493893917,0.31614336893056,0.179439570130333,1,0.546987047354451
"ENSG00000121577",0.502200113585447,0.444594086909109,0.151408088249318,0.383537801863641,1
"ENSG00000051341",1,0.936876668106141,0.993491168008482,0.708992192028486,0.191766721926936
"ENSG00000272758",0.068197334888017,0.362247610232934,0.370094113393812,1,0.438729194232216
"ENSG00000173702",0,0.0965993627287823,0.904674499407096,1,0.835674655680412
"ENSG00000163884",0.204018796144088,0.505725773859111,0.0615095358512856,0.249299571211367,1
"ENSG00000239620",1,0.386309535225584,0.657795390483296,0.333257491140847,0.167096903497227
"ENSG00000073111",0.811519764193031,1,0.883511531303636,0.275453282119259,0.198381347002833
"ENSG00000206417",0.954762688432239,0.507146654326107,0.92523528348453,1,0.188026797528093
"ENSG00000014257",0.15182794131653,0.940885160668114,0.228872691539667,0.0695719733613117,1
"ENSG00000091513",1,0.0708234147913571,0.241191643177209,0.183291620127466,0.1225377292313
"ENSG00000174640",0.627538852445565,1,0.628402357546266,0.18485777082484,0.144182223718304
"ENSG00000114019",0.8007487178058,1,0.48061990925755,0.361764669786247,0.155284705045207
"ENSG00000174564",0.092886606374544,0.140968856824839,0.0720111639234563,0.482384536165084,1
"ENSG00000248932",0.204018796144088,0.108369808684095,0.215283375479499,0.467436696021313,1
"ENSG00000181804",0,0.157628812631411,0.268405247351064,0.407944752891328,1
"ENSG00000279320",0.181350041016967,0.481643594151535,0.820127144683808,0.830998570704557,1
"ENSG00000243486",0.435790869753864,1,0.709486532713526,0.559137701877603,0.176222717877927
"ENSG00000174899",0.593509225146437,0.525429375438038,0.178936831567376,0.543926337188437,1
"ENSG00000180044",0,0.239832900568011,0.476442996552953,1,0.72617245941884
"ENSG00000184378",0.510286846822864,0.180701285075547,1,0.389713762016245,0.0781617393328424
"ENSG00000263826",0.552810750724769,0.195759725498509,1,0.591065872391305,0.762076958495213
"ENSG00000073282",1,0.644998956135573,0.258419617689866,0.360037110964665,0.0984678181322946
"ENSG00000233058",0.114536868010716,0.425874335881357,0.362582527123368,0.787261803825369,1
"ENSG00000176945",0.230175052059996,0.177837634763644,0.302816176498637,0.843783164100011,1
"ENSG00000145113",0.0989182041910728,0.105085875087608,0.0596456105224587,0.377726623047526,1
"ENSG00000213123",0.230337812801987,0.195759725498509,1,0.802160826816771,0.677401740884634
"ENSG00000286909",0.839351814006363,0,0.303666964835948,1,0.92567038783061
"ENSG00000251595",0.935525885841917,0.180701285075547,1,0.77942752403249,0.937940871994109
"ENSG00000272588",0.519598742003939,0.275998179225092,0.140988233673833,1,0.334269862272165
"ENSG00000159674",0.101556022969501,0.107888165089944,0.159651417498448,0.361207378732914,1
"ENSG00000249784",0.60306627351793,0.533890160450479,1,0.829027457380012,0.184745929332173
"ENSG00000185818",0.257707953024111,0.152097977100485,0.215822932811528,0.288662661402635,1
"ENSG00000170891",0.181350041016967,0.449534021208099,0.710776858725967,0.609398951850008,1
"ENSG00000201496",1,0.95611609968332,0.361787464765813,0.366583240254932,0.18380659384695
"ENSG00000251580",0.42577835717027,0.376938464988158,0.171156969325316,0.325173353753957,1
"ENSG00000163995",0.167400037861816,0.0889188173818218,0.0757040441246592,0.306830241490913,1
"ENSG00000287778",0.408037592288175,0.128438291773743,0.246038143405142,0.484749166244325,1
"ENSG00000246095",1,0.151764460267194,0.646049044224666,0.392767757415999,0.590806908793768
"ENSG00000205794",0,0.343464400813448,0.511735070371691,1,0.519975341312256
"ENSG00000249241",0.0779398113005909,0.827994537675277,0.916423518879915,1,0.573034049609425
"ENSG00000174343",0.0452865119299962,0.418038467094853,0.704073157280857,0.775660983094084,1
"ENSG00000109132",0,0.37753661346141,1,0.289501651783496,0.0725787579519251
"ENSG00000169019",0.18427025024159,0.326266209164182,1,0.717722845046584,0.917314857447942
"ENSG00000074966",1,0.590195123261309,0.33917574821795,0.12728584731074,0.421223444232594
"ENSG00000157404",0.463647726414323,0.644112645188643,1,0.22879969253857,0.131110014364768
"ENSG00000081051",0.605126750572509,1,0.851383839256232,0.246477027766454,0
"ENSG00000169435",0.296754612573218,0.105085875087608,0.357873663134752,0.271963168594218,1
"ENSG00000174792",0,1,0.212845959814058,0.0359445665492745,0
"ENSG00000251442",0.515956700676451,0.86134279219344,1,0.607953468745342,0
"ENSG00000138641",1,0.849880977496285,0.633128063340172,0.824812290573597,0.091903296923475
"ENSG00000138778",0.799424314520644,0.813044636300585,0.988631034389952,1,0.160170975672079
"ENSG00000188517",0.256720439636822,1,0.69658677757328,0.627396070678246,0.157289698601786
"ENSG00000174599",0.483600109378578,0.154125950128491,0.459271201022932,0.553999047136371,1
"ENSG00000145386",0.76675024432257,1,0.833677416256102,0.470207258776298,0.126690446144159
"ENSG00000224786",0.0989182041910728,0.42034350035043,0.626278910485817,0.271963168594218,1
"ENSG00000142731",0.853335542344203,1,0.891168130810261,0.540176289824611,0.173827166912721
"ENSG00000250033",0,0.321095729434356,0.546751429789205,0.941798380131831,1
"ENSG00000179967",0.796491620411678,1,0.513013339039011,0.364975598808018,0.16636410429035
"ENSG00000109424",1,0.177058536978393,0.602979107943021,0.458229050318665,0.0765860807695625
"ENSG00000121211",0.594510491790535,1,0.78416932563074,0.454036630096099,0.136593685627867
"ENSG00000145423",0.416038329391865,0.305985342166857,0.0868369917900502,0.557257865060703,1
"ENSG00000185149",0.155442892300257,0,0.351483062007346,0.712284489175334,1
"ENSG00000164116",0.197836408382146,0.105085875087608,0.178936831567376,0.181308779062812,1
"ENSG00000151790",0.229717338570163,0.183030371486114,0.259715167293903,1,0.791691779065653
"ENSG00000248429",1,0.767253660239701,0.502482589952518,0.152743016772888,0.153172161539125
"ENSG00000250486",0.75330017037817,0.355675269527287,0.0757040441246592,0.306830241490913,1
"ENSG00000109511",0,0.289798088186347,0.246729408929208,1,0.75210719011237
"ENSG00000164104",0.830315012249404,1,0.894821790238692,0.590762399884675,0.160856358434026
"ENSG00000272870",1,0.172273171114112,0.146670593823978,0.396306205681007,0.198709831185892
"ENSG00000164303",0,0.16513494656624,0.421779674408815,0.356142244587667,1
"ENSG00000205129",1,0.318705366561107,0.180893732382906,0.274937430191199,0.7352263753878
"ENSG00000164344",0.181859559701379,0.27047821564059,0.460561563334522,1,0.635112738317113
"ENSG00000153404",0.426804374799934,1,0.703317084602974,0.332208167859133,0.0967185103203528
"ENSG00000206077",0.0791345633528583,0.126103050105129,0.411554712604965,0.652711604626124,1
"ENSG00000071539",0.688647504743635,1,0.970428770587939,0.515878573096703,0.182522815044145
"ENSG00000145506",0.290160065627147,0.231188925192737,0.0656101715747046,0.531839085250916,1
"ENSG00000112902",0.10343467908303,0.115075325788301,0.287290047688639,0.69490389460414,1
"ENSG00000154162",0.0989182041910728,0.630515250525645,0.0894684157836881,0.997198284845468,1
"ENSG00000286134",0.165091071822342,0.207272829483143,0.278277624265126,0.584564511805964,1
"ENSG00000113389",0.192017690488553,0.217589576651987,0.636804606460368,0.668709438072843,1
"ENSG00000279400",1,0,0.904468661914532,0.493477438804716,0
"ENSG00000286193",1,0,0.0904468661914532,0.183291620127466,0.091903296923475
"ENSG00000112936",1,0.424940488748142,0.361787464765813,0,0.18380659384695
"ENSG00000177453",0.906750205084834,0.192657437660614,0.492076286810285,0.997198284845468,1
"ENSG00000172244",0.771147769918586,0.671176201709174,1,0.800386919636725,0.14515751590385
"ENSG00000286048",1,0.193154767612792,0.740019814293708,0.416571863926059,0.167096903497227
"ENSG00000164512",0.303099266168965,0.128799150305043,0.219315030159296,1,0.835674655680412
"ENSG00000169067",0.187955655246422,0.845682014153559,1,0.283711618747826,0.21338154837866
"ENSG00000035499",0.705310268166085,0.742536889821931,1,0.576507599672307,0.181029775581238
"ENSG00000134057",0.825407617783622,0.895508790213639,1,0.777605063015963,0.174370844783038
"ENSG00000153044",0.661711760252006,1,0.830309981848899,0.446282044087032,0.167022972030114
"ENSG00000197822",0.556414898574785,0.183900281403313,0.469709182864363,0.736566914942675,1
"ENSG00000205572",0.36854050048318,0.293639588247764,1,0.337751927080746,0.0846752176105793
"ENSG00000179978",0.276405375362385,0.195759725498509,1,0.591065872391305,0.423376088052896
"ENSG00000254893",1,0.682940071202372,0.452234330957266,0.130922585805333,0.393871272529178
"ENSG00000145703",0.814465319131478,1,0.923842038341868,0.489457927479482,0.171791585706915
"ENSG00000132837",0.388607230750643,0.0412837366415601,0.316334755806612,0.961584060386701,1
"ENSG00000249825",0.466328676900772,0.1179535332616,0.562372899211754,0.89544335782042,1
"ENSG00000249042",1,0.141646829582714,0.723574929531626,0.427680446964087,0.7352263753878
"ENSG00000175426",0.0594590298416285,0.328465139618096,0.473253696604427,0.751985591850681,1
"ENSG00000186952",0.362700082033934,0,0.273375714894603,0.38779933299546,1
"ENSG00000145777",0.120900027344645,0.256876583547485,0.328050857873523,0.465359199594552,1
"ENSG00000197744",0.605126750572509,1,0.334472222564948,0.123238513883227,0.123584763187117
"ENSG00000249996",1,0.758822301335968,0.258419617689866,0.130922585805333,0.262580848352786
